Title,Text,Author
Legenda rândunicăi," Rândunică, rândunea
Ce baţi la fereastra mea?
Du-te-ţi pune rochiţa,
Că te arde arşiţa,
Te suflă vântoaiele
Şi te udă ploaiele.
Mergi în câmpul înverzit,
Că rochiţa a-nflorit
Şi o calcă turmele
Şi o pasc oiţele.
(Cântec poporal)
Când se născu pe lume voioasa Rândunică,
Ea nu avea făptură ş-aripi de păsărică,
Fiind al cununiei rod dulce, dezmierdat,
Copilă drăgălaşă de mare împărat.
Dar fost-a o minune frumoasă, zâmbitoare,
Sosită printre oasneni ca zâmbetul de soare,
O gingaşă comoară formată din senin,
Din raze, din parfumuri, din albul unui crin,
Şi maica sa duioasă, privind-o, se temea
Să nu dispară-n aer sub forma de o stea.
O zână coborâtă din zodia cerească
Veni să o descânte, s-o legene, s-o crească,
Să-i deie farmec dulce, podoabe, scumpe daruri,
S-o apere-n viaţă de-a zilelor amaruri.
Ea-i puse-o scăldătoare cu apă ne-ncepută,
De ploaie neatinsă, de soare nevăzută,
Şi-n apa încălzită cu lemn mirositor
O trestie, un fagur ş-o floare de bujor,
Menind prin şoapte blânde copila să devie
Năltuţă, mlădioasă ca trestia verzie,
La grai ca mierea dulce, la chip fermecătoare
Şi ca bujorul mândru de ochi atrăgătoare.
Apoi zâna-i aduse o dalbă de rochiţă,
Din raze vii ţesută, cu stele prin altiţă,
Şi-i zise: ""De-ţi e gândul să ai parte de bine,
Rochiţa niciodată să n-o scoţi de pe tine,
Şi cât vei fi al lumii frumos, iubit odor,
Să fugi în lumea-ntreagă de-al luncii zburător,
Căci el ţinteşte ochii şi dorurile sale
Pe oricare funtă cu forme virginale,
Pe dalbele copile, a dragostei comori,
Ce-s jumătate fete şi jumătate flori,
Pe zânele născute în atmosfera caldă,
Ce sub văpaia lunii în lacuri lin se scaldă,
Şi chiar pe luna plină de o lumină moale,
Ce-atinge iarba verde cu albele ei poale"".
Copila descântată de zâna ei cea bună
Creştea-ntr-o ziuă numai cât alta într-o lună,
Ş-a sale brăţişoare, ş-a sale mici picioare
Aveau, fiind în leagăn, mişcări de aripioare;
Iar când ieşi din cuibul în care înflorise
Ca roza dintr-un mugur cu foile deschise,
Când umbra sa vioaie, plutind sub cer senin,
Putea să se măsoare pe umbra unui crin,
Mult îi plăcea copilei s-alunge rândunele
Ce lunecau prin aer şi o chemau la ele,
S-alerge pe sub bolta bătrânilor arini,
Cercând să prindă-n iarbă a razelor lumini,
Să fugă rătăcită de-a lung, de-a lung pe maluri
Atrasă-n cursul apei de-a râurilor valuri,
Şi-n cale-i să s-oprească, uimită, încântată
De dulcea armonie naturii deşteptată.
Atunci pe nesimţite un glas de zburător
Îi tot fura auzul şoptindu-i, plin de dor:
""Atât eşti de frumoasă la chip şi la făptură,
Că nopţii dai lumină, şi iernii dai căldură,
Şi orbilor din umbră dai ochi să te admire,
Şi morţilor grai dulce să spuie-a lor simţire.
Ah! părul tău lung, negru, ca aripa corbie,
Cu-a lui întunecime ar face nopţi o mie,
Şi chipul tău ce fură chiar ochii de copile
Din alba lui splendoare ar face mii de zile!
Ah! buzele-ţi rotunde, cu râs înveselite,
Se par două cireşe în soare pârguite,
Şi mijlocu-ţi de-albină sub vălul tău de aur
Se leagănă prin aer precum un verde laur;
Iar ochii tăi, luceferi cu tainice luciri,
Răsfrâng toată văpaia cereştilor iubiri
Ce ai aprins în inimi când te-ai ivit pe lume
Tu, zână fără seasnăn, minune fără nume!""
Copila, cu uimire, îl asculta zâmbind...
Apoi, cătând în urmă-i, se depărta fugind,
Lilie zburătoare, de fluturi alungată,
Care-i formau pe frunte o salbă-naripată.
Visează luna-n ceruri!... sub visul cel de lună
Flori, ape, cuiburi, inimi visează împreună.
Nici o mişcare-n frunze, şi nici o adiere
Nu tulbură în treacăt a nopţii dulci mistere.
Albina doarme-ascunsă în macul adormit,
Bâtlanul printre nuferi stă-n labă neclintit,
Şi raza argintie din stele dezlipită
Căzând, săgeată lungă, prin umbra tainuită,
Se duce de aprinde văpăi tremurătoare
În albele şiraguri de rouă lucitoare.
Dar cine-acum, ca raza, în lumea nopţii zboară?
Ce umbră, cu sfială, prin arbori se strecoară
Şi merge drept la malul pârăului din vale?
Oprindu-se-ngrijită ades în a sa cale,
Ea vine lângă apă, cu drag la ea priveşte
Şi, singură-n răcoare, de baie se găteşte.
O! dalbă feerie! divină încântare!...
Rochiţa de pe umeri alunecă, dispare,
Şi lumii se arată minunea cea mai rară,
Albind ca faptul zilei în zi de primăvară!
Toţi ochii de luceferi, de păsări şi de flori,
Loviţi ca de lumina rozatică din zori,
S-aprind de-o scânteiere ce-n inimă pătrunde...
Dar juna-mpărăteasă în apă se ascunde.
Ferice, dezmierdată de unda răcoroasă,
Ea-noată cu-o mişcare alene, voluptoasă,
Lăsând ca să albească prin valul de cristal
Frumoasa rotunzime a sânu-i virginal.
Şi iarba de pe maluri se pleacă s-o privească,
Şi trestia se-ndoaie voind ca s-o oprească,
Şi apa-n vălurele de aur se-ncreteşte,
Şi nuferii se mişcă, bâtlanul se trezeşte,
Pădurea cântă imnuri, şi luna amoroasă
Revarsă pe copilă o mantie-argintoasă.
Acum pe lângă trestii ea lunecă uşor
Şi, vrând la mal să iasă, pătrunsă de-un fior,
Pe sânul ei ud încă ea părul îşi adună,
Se oglindeşte-n apă, se oglindeşte-n lună,
ţi umbra-i diafană cu formele-i rotunde
În lină îngânare se clatină pe unde.
Cocoşu-n depărtare intonă o fanfară!
Copila cu grăbire din valuri iese-afară.
Ah! unde-i e rochiţa şi unde-al ei noroc?...
Ea vede zburătorul cu ochii mari de foc
Ce vine ş-o cuprinde cu braţele-ntr-o clipă;
Dar grabnic se aude un freasnăt de aripă,
Şi dalba-mpărăteasă, din braţe-i dispărând,
Se schimbă-n rândunică şi fuge-n cer zburând!
Atunci ş-a ei rochiţă, nălţându-se în vânt,
Topitu-s-a în ploaie de raze pe pământ,
Şi pân-în faptul zilei crescut-au flori din ele,
Odoare-a primăverii: Bochifi-de-rândunele!...
",Vasile Alecsandri
Sergentul,"Pe drumul de costişe ce duce la Vaslui
Venea un om, cu jale zicând în gândul lui:
""Mai lungă-mi pare calea acum la-ntors acasă...
Aş vrea să zbor, şi rana din pulpă nu mă lasă!""
Şi bietul om, slab, palid, având sumanul rupt
Şi o cămaşă ruptă bucăţi pe dedesupt,
Păşea trăgând piciorul încet, dar pe-a lui faţă
Zbura ca o lumină de glorie mareaţă,
Şi-n ochii lui de vultur adânci, vioi şi mari
Treceau lucioase umbre de eroi legendari.
Opinca-i era spartă, căciula desfundată,
Dar fruntea lui de raze părea încoronată.
Calică-i era haina, dar străluceau pe ea
Şi crucea ""Sfântul Gheorghe"" ş-a ""României Stea"".
Românul venea singur pe drumul plin de soare,
Când iată că aude fanfare sunătoare
Şi vede nu departe în faţa lui venind
Un corp de oaste mândră în aur strălucind.
Erau trei batalioane de garda-mpărătească
Mergând voios la Plevna cu dor s-o cucerească.
În frunte-i colonelul semet, pe calu-i pag,
La bravii săi tovarăşi privea ades cu drag,
Şi inima în pieptu-i bătea cu foc, deşteaptă,
Căci el visa, privindu-i, la lupta ce-i aşteaptă.
Deodat' el dă cu ochii de searbădul român
Ce stase-n loc la umbră, sub un stejar bătrân,
Şi mult se minunează, şi nici că-i vine-a crede
Când crucea ""Sfântul Gheorghe"" pe sânul lui o vede
Ş-opreşte regimentul, iar bravul colonel
Se-nchină la drumeţul, s-apropie de el
Şi-i zice cu blândeţe: ""De unde vii, străine?""
""Vin tocmai de la Plevna."" ""Cum e acolo?"" ""Bine.""
""Dar aste decoraţii cum, cine ţi le-a dat?""
""Chiar domnitorul nostru ş-al vostru împărat.""
""Dar pentru care fapte?"" ""Ştiu eu?... Cică drept plată
Că am luat eu steagul reduţei... şi pe dată
Cu el, străpunşi de glonţuri, ne-am prăbuşit în şant...""
""Dar ce rang ai, voinice?"" ""Am rang... de dorobanţ!""
Atunce colonelul, dând mâna cu sergentul,
Se-ntoarce, dă un ordin... Pe loc, tot regimentul
Se-nşiră, poartă arma, salută cu onor
Românul care pleacă trăgând al lui picior.
",Vasile Alecsandri
Oda ostaşilor români,"Juni ostaşi ai ţării mele, însemnaţi cu stea în frunte!
Dragii mei vultani de câmpuri, dragu mei şoimani de munte!
Am cântat în tinereţe strămoşească vitejie,
Vitejie fără seamăn pe-acel timp de grea urgie
Ce la vechiul nostru nume au adaos un renume
Dus pe Dunărea în Marea şi din Marea dus în lume!
Vin acum, la rândul vostru, să v-aduc o închinare,
Vin cu inima crescută şi cu sufletul mai tare,
Ca eroi de mari legende, vin să vă privesc în faţă,
Voi, nepăsători de moarte, dispretuitori de viaţă,
Ce-aţi probat cu-avântul vostru lumii pusă în mirare,
Că din vultur vultur naşte, din stejar stejar răsare!
De la domn pân' la opincă, duşi de-o soartă norocoasă,
V-aţi legat în logodire cu izbânda glorioasă
Ş-aţi făcut ca să pricepem a trecutului mărime,
Măsurându-vă de-o seamă cu-a strămoşilor nălţime,
Ş-arătând, precum prin nouri mândrul soare se arată,
Cine-am fost odinioară, cine iar vom fi odată!
Să trăiţi, feciori de oaste! Domnul sfânt să vă ajute
A străbate triumfalnic în cetăţi şi în redute,
Ca la Rahova cu turnul, ca la Griviţa cu zborul,
Ca la Plevna, unde astăzi cei întâi aţi pus piciorul,
Înfruntând pe-Osman-Gaziul, şi prin fapt de bărbăţie
Ridicând otară mică peste-o mare-mpărăţie!
O! viteji de vită veche! Auziţi în depărtare
Acel vuiet fără nume ce răsună ca o mare?...
Sunt bătăile de inimi a întregui neam al nostru
Ce adună zi şi noapte dorul lui cu dorul vostru,
Sunt vărsările de lacrimi pentru-acel care se stinge,
Sunt urările voioase pentru-acel care învinge!
O! români, în faţa voastră, colo-n tainica cea zare,
Vedeţi voi o rază vie care-ncet, încet răsare,
Străbătând prin umbra deasă de lungi secoli adunată?
E voiosul fapt de ziuă mult dorită, mult visată,
E lumina re-nvierii, e luceafărul sperării,
E triumful luptei voastre, soarele neatârnării!
Dragii mei! din focul luptei oteliţi când vă-ţi întoarce
La cămin, unde românca, aşteptând, suspină, toarce,
Tot poporul: rudă, frate, soră, mamă şi părinte,
Ca la domni, cu pâini şi sare, vor ieşi vouă-nainte.
Căci din voi fieştecare poartă-n frunte o cunună
Şi de gloria de astăzi, şi de gloria străbună!
Pas dar! pas tot înainte! timpul vechi din nou zoreşte!
Viitorul României dat-a mugur ce-ncolteşte!
O, copii! de voi sunt mândru, simt acea mândrie mare
Care creşte cu mărirea unui neam în deşteptare.
Mi-am văzut visul cu ochii, de-acum pot să mor ferice!
Astăzi lumea ne cunoaşte: Român zice, Viteaz zice.
",Vasile Alecsandri
Hora de la Plevna,"Colo-n Plevna şi-n redute
Stau păgânii mii şi sute
Stau la pândă tupilaţi
Ca zăvozi de cei turbaţi.
Las' să şeadă mari şi mici...
Trageţi hora, măi voinici!
Sus, în tabăra turcească
Dat-au tusa măgărească.
Răpciugoşii crunt tuşesc,
Cu ghiulele-n noi stropesc.
Las' să crape, mici şi mari...
Trageţi hora, măi tunari!
Jos în vale, pe câmpie,
Basbuzuci de căsăpie
Şi cercheji merei cumpliţi
Rup cu dinţii din raniţi.
Las' să rupă... rupe-i-aş!
Trageţi hora, călăraşi!
Ziua, noaptea, glonţii plouă,
Tot pământu-i ud de rouă.
Nu e roua din senin,
Ci e sânge de creştin.
Las' să ploaie ca din nori.
Trageţi hora, roşiori!
Iacă, mă!... din parapete
Vine-o scroafă ca să fete
Opt godaci ş-un godăcel,
Toşi cu râtul de oţel.
Las' să fete mii de mii...
Trageţi hora, măi copii!
Ne-a veni şi nouă-odată
Zi de plată şi răsplată
Să-l aducem la aman
Pe Gaziul de Osman.
Vie!... ura!... la Bălcani!
Trageţi hora, măi curcani!
Cât e negru, cât e soare,
Moartea şede pânditoare
Şi prin şanţuri şi prin râpi,
Şi tot bate din aripi.
Las' să bată până mâni...
Trageţi hora, măi români!
",Vasile Alecsandri
15 mai 1848,"Fraţilor, nădejde bună! fiţi cu toţi în veselie! 
Cerul însuşi ocroteşte scumpa noastră Românie! 
Azi e ziua de-nviere a românului popor, 
Care singur îşi urzeste dulce, mândru viitor.
Priviţi cerul cum se-ntinde ca o mare-nseninată; 
Priviţi soarele ce-aruncă o lumină înflăcărată; 
Priviţi vaile-nflorite, codrii, munţii înverziţi! 
Cerul, soarele, pământul astăzi sunt împodobiţi; 
Căci e ziua mult dorită, căci e zâna mult măreaţă, 
Unde falnic se ridică România îndrăzneaţă!
Fraţilor, nădejde bună! azi, sub cerul fără nori, 
Libertatea, România se-ntâlnesc pe câmpi de flori 
S-innoiesc în faţa lumei a lor vecinică-nfrăţire 
Dup-o lungă, dureroasă şi fatală despărţire.
Fraţilor, nădejde bună! Viitorul ce urziţi 
Va fi vrednic de trecutul a strămoşilor slăviţi! 
Bărbăţia şi unirea între voi de-acum domnească, 
Şi strigaţi în libertate: România să trăiască!
",Vasile Alecsandri
Romanţa de toamnă,"De-aş fi-n a tinereţii floare,
Când toate zilele sunt bune,
Pe când din inima cu soare
În veci lumina nu apune,
Multe-aş avea în taină-a-ţi spune
Ca să devii tu gânditoare.
De-aş fi ce-am fost pe lume-odată,
Privind în faţă viitorul,
Când mă-ndrăgeam de orice fată
Ce-mi părea soră cu amorul,
Aş deştepta în tine dorul
Cu-a mea cântare înfocată.
Dar nu-s în floarea tinereţii,
Şi nu-ndrăznesc nimic a-ţi zice!
Mergi dar, copilă,-n calea vieţii
Întâmpinând zâmbiri amice.
Eu te-oi privi oftând, ferice,
Răpit de farmecul frumuseţii.
Şi însă de-ai vrea să ai parte...
Dar ce zic?  Timpul ne disparte.
Tu eşti sosind, eu în plecare,
A ziorilor vie lucire
Nu poate, ah! avea-ntâlnire
Cu-apusul palid ce dispare!
",Vasile Alecsandri
Fluierul,"În poiana verde am găsit un fluier
Şi i-am zis în treacăt: ""O! Fluier perdut,
Ai avut odată mult maestru şuier
Care uimea lumea, ş-acuma eşti tăcut.
Astfel şi poetul viu în tinereţa
Gingaş, cu iubire, dulce a cântat,
Dar i-a plecat fruntea tristă bătrâneţa
Şi i s-a stins glasul ş-a rămas uitat.""
Fluierul răspunde: ""Frate, frăţioare,
A sosit amurgul, jalea ne-a cuprins,
Dar a noastră soartă e mulţumitoare;
Am cântat o doină, şi e de ajuns.""
",Vasile Alecsandri
Ţara,"Din umbra deasă-a norului
Întins pe ţări străine
Cu aripele dorului
Voios revin la tine,
O! cuib al fericirilor,
O! ţară luminoasă,
Comoara-a nălucirilor,
Gradina mea frumoasă!
Ş-avântul tinereţelor
Ce-n sânu-mi se trezeşte,
Prin lumile poeţilor
Zburând mă râtâceste.
Şi-n farmecul avântului
Tot ce sub ochi răsare
În poalele pământului
Mai drăgălaş îmi pare;
Întinderea câmpiilor
În zări mai lin se perde.
Mai dulce-i rodul viilor,
Verdeaţa e mai verde.
Mai nalte sunt inălţimile,
Mai cald e mândrul soare,
Mai limpezi limpezimile
De râuri şi izvoare.
Iar fetele cu florile
Mai viu râd între ele,
Şi spun privighetorile
Mai tainic vers la stele.
Aice-i ţara basmelor
Ce-ngână-a noastră minte
Prin freamătul fantasmelor
Din timpi de mai nainte.
Aice-i vestea Doamnelor
Din lumea legendară,
Ş-a prelungirii toamnelor
Sub cerul de primăvară.
Aice-i ţara ţărilor
Ş-a doinelor de jale
Ce-n liniştirea serilor
Te ţin uimit în cale.
Aici cu lăcrimioare
Bujori se prind în horă.
Aice însuşi soarele
Are-ntre flori o soră,
Şi-n stâncele Carpaţilor
Cresc păseri năzdrăvane,
Şi-n sufletul bărbaţilor,
Mândriile române!
O! gura dulce-a raiului,
Tu dai prin o zâmbire
Şi fericire traiului,
Şi morţii fericire.
Luceferii eterului
Răvnind privesc la tine,
Şi toţi îngerii cerului
Te-au îndrăgit ca mine!
",Vasile Alecsandri
Lumina,"Lumina ce-o simt 
năvălindu-mi în piept când te vad, 
oare nu e un strop din lumina 
creată în ziua dintâi,
din lumina aceea-nsetată adânc de viaţă?
Nimicul zăcea-n agonie 
când singur plutea-ntuneric şi dat-a 
un semn Nepătrunsul: 
""Să fie lumină!""
O mare 
şi-un vifor nebun de lumină 
facutu-s-a-n clipa:
o sete era de pacate, de-aventuri, de doruri, de patimi,
o sete de lume şi soare.
Dar unde-a pierit orbitoarea 
lumină de-atunci - cine ştie?
Lumina ce-o simt năvălindu-mi 
în piept când te vad - minunato,
e poate ca ultimul strop 
din lumina creată în ziua dintâi.
",Lucian Blaga
Vreau să joc!,"O, vreau să joc, cum niciodată n-am jucat!
Să nu se simtă Dumnezeu
în mine
un rob în temniţă - încătuşat.
Pământule, dă-mi aripi:
săgeată vreau să fiu, să spintec
nemărginirea,
să nu mai văd în preajmă decât cer,
deasupra cer,
şi cer sub mine -
şi-aprins în valuri de lumină
să joc
străfulgerat de-avânturi nemaipomenite
ca să răsufle liber Dumnezeu în mine,
să nu cârtească:
""Sunt rob în temniţă!""
",Lucian Blaga
Pământul,"Pe spate ne-am întins în iarbă: tu şi eu.
Văzduh topit ca ceara-n arşiţa de soare
curgea de-a lungul peste mirişti ca un râu.
Tăcere apăsătoare stăpânea pământul
şi-o întrebare mi-a căzut în suflet până-n fund.
N-avea să-mi spună
nimic pământul? Tot pământu-acesta
neindurător de larg şi-ucigător de mut,
nimic?
Ca să-l aud mai bine mi-am lipit
de glii urechea - indoielnic şi supus -
şi pe sub glii ţi-am auzit
a inimei bătaie zgomotoasă.
Pământul răspundea.
",Lucian Blaga
Mugurii,"Un vânt de seară
aprins sărută cerul la apus
şi-i scoate ruji de sânge pe obraji.
Trântit în iarbă rup cu dinţii-
gândind aiurea-mugurii
unui vlastar primavăratic.
Îmi zic: ""Din muguri
amari înfloresc potire grele de nectar""
şi cald din temelii tresar
de-amarul tinerelor mele patimi.
",Lucian Blaga
Gorunul,"În limpezi depărtări aud din pieptul unui turn
cum bate ca o inimă un clopot
şi-n zvonuri dulci
îmi pare
că stropi de linişte îmi curg prin vine, nu de sânge.
Gorunule din margine de codru,
de ce mă-nvinge
cu aripi moi atâta pace
când zac în umbra ta
şi mă dezmierzi cu frunza-ţi jucăuşă?
O, cine ştie? - Poate că
din trunchiul tău îmi vor ciopli
nu peste mult sicriul,
şi liniştea
ce voi gusta-o între scândurile lui
o simt pesemne de acum:
o simt cum frunza ta mi-o picură în suflet -
şi mut
ascult cum creşte-n trupul tău sicriul,
sicriul meu,
cu fiecare clipă care trece,
gorunule din margine de codru.
",Lucian Blaga
Din părul tău,"Înţelepciunea unui mag mi-a povestit odată
de-un val prin care nu putem străbate cu privirea,
păienjeniş ce-ascunde pretutindeni firea,
de nu vedem nimic din ce-i aievea.
Şi-acum, când tu-mi îneci obrajii, ochii 
în părul tău,
eu, ameţit de valurile-i negre şi bogate
visez 
ca valul ce preface-n mister
tot largul lumii e urzit 
din părul tău -
şi strig, 
şi strig, 
şi-ntâia oară simt 
întreaga vrajă ce-a cuprins-o magul în povestea lui.
",Lucian Blaga
Eu nu strivesc corola de minuni a lumii,"Eu nu strivesc corola de minuni a lumii
şi nu ucid
cu  mintea tainele, ce le-ntâlnesc
în calea mea
în flori, în ochi, pe buze ori morminte.
Lumina altora
sugrumă vraja nepătrunsului ascuns
în adâncimi de întuneric,
dar eu,
eu cu lumina mea sporesc a lumii taină -
şi-ntocmai cum cu razele ei albe luna
nu micşorează, ci tremurătoare
măreşte şi mai tare taina nopţii,
aşa îmbogăţesc şi eu întunecata zare
cu largi fiori de sfânt mister
şi tot ce-i neînţeles
se schimbă-n neînţelesuri şi mai mari
sub ochii mei-
căci eu iubesc
şi flori şi ochi şi buze şi morminte.
",Lucian Blaga
La mare,"Viţe roşii,
viţe verzi sugrumă casele-n lăstări sălbatici
şi vânjoşi-asemenea unor plopi ce-şi
strânâg în braţe prada.
Soarele în răsărit-de sânge-şi spală-n mare
lancile, cu care a ucis în goană noaptea ca pe-o fiară.
Eu
stau pe ţărm şi-sufletul mi-e dus de-acasa.
S-a pierdut pe-o cărăruire-n nesfârşit şi nu-şi gaseşte
drumul înapoi.
",Lucian Blaga
Noi şi pământul,"Atâtea stele cad în noaptea asta.
Demonul nopţii ţine parcă-n mâni pământul
şi suflă peste-o iască
năprasnic să-l aprindă.
În noaptea asta-n care cad
atâtea stele, tânărul său trup
de vrăjitoare-mi arde-n braţe
ca-n flăcările unui rug.
Nebun,
ca nişte limbi de foc eu braţele-mi întind,
ca să-ţi topesc zăpada umerilor goi,
şi ca să-ţi sorb, flămând să-ţi mistui
puterea, sângele, mândria, primăvara, totul.
În zori când ziua va aprinde noaptea,
Când scrumul nopţii o să piara dus
de-un vânt spre-apus,
în zori de zi aş vrea să fim şi noi
cenuşa,
noi şi - pământul.
",Lucian Blaga
Liniste,"Atâta linişte-i în jur de-mi pare că aud
cum se izbesc de geamuri razele de lună.
În piept
mi s-a trezit un glas străin
şi-un cântec cânta-n mine-un dor
ce nu-i al meu.
Se spune că strămoşii cari au murit fără de vreme,
cu sânge tânăr înca-n vine,
cu patimi mari în sânge,
cu soare viu în patimi,
vin,
vin sa-şi trăiasca mai departe
în noi
viaţa netrăita.
Atâta linişte-i în jur de-mi pare că aud
cum se izbesc de geamuri razele de lună.
O, cine ştie - suflete,-n ce piept îţi vei cânta
şi tu odată peste veacuri
pe coarde dulci de linişte,
pe harfă de-ntuneric - dorul sugrumat
şi frânta bucurie de viaţă? Cine ştie? 
Cine ştie?
",Lucian Blaga
Frumoase mâni,"Presimt:
frumoase mâni, cum îmi cuprindeţi astăzi cu
căldura voastră capul plin de visuri,
aşa îmi veţi ţinea odată
şi urna cu cenuşa mea.
Visez:
frumoase mâni, când buze calde îmi vor sufla
în vânt cenuşa,
ce-o s-o ţineţi în palmi ca-ntr-un potâr,
veţi fi ca nişte flori,
din care boarea-mprăştie - polenul.
Şi plâng:
veţi fi aşa de tinere atunci, frumoase mâni.
",Lucian Blaga
Lumina raiului,"Spre soare râd!
Eu nu-mi am inima în cap,
nici creieri n-am în inimă.
Sunt beat de lume şi-s pagân!
Dar oare ar rodi-n ogorul meu
atâta râs făr'de căldura raului?
Şi-ar înflori pe buza ta atâta vrajă,
de n-ai fi frământată, 
Sfânto,
de voluptatea-ascunsă a păcatului?
Ca un eretic stau pe gânduri şi mă-ntreb:
De unde-şi are raiul -
lumina? - Ştiu: Îl luminează iadul
cu flăcările lui!
",Lucian Blaga
Trei feţe,"Copilul râde:
""Înţelepciunea şi iubirea mea e jocul!""
Tânărul cântă:
""Jocul şi-nţelepciunea mea-i iubirea!""
Bătrânul tace:
""Iubirea şi jocul meu e-nţelepciunea!""
",Lucian Blaga
Nu-mi presimţi?,"Nu-mi presimţi tu nebunia când auzi
cum murmură viaţa-n mine
ca un izvor
năvalnic într-o peşteră răsunătoare?
Nu-mi presimţi văpaia când în braţe
îmi tremuri ca un picur
de roua-îmbrăţişat
de raze de lumină?
Nu-mi presimţi iubirea când privesc
cu patima-n prăpastia din tine
şi-ţi zic:
O, niciodata n-am vazut pe Dumnezeu
mai mare!?
",Lucian Blaga
Martie,"Din caier încălcit de nouri
toarce vântul
fire lungi de ploaie.
Flusturatici fulgi de nea
s-ar aşeza-n noroi,
dar cum li-e silă -
se ridică iar
şi zboară sa-şi găsească
cuib de ramuri.
Vânt şi-i frig -
iar mugurii
prea lacomi de lumină
işi zgulesc acum
urechile în guler.
",Lucian Blaga
Eva,"Când şarpele intinse Evei mărul, îi vorbi
c-un glas ce răsună
de printre frunze ca un clopot de argint.
Dar s-a întâmplat că-i mai şopti apoi
şi ceva la ureche
încet, nespus de încet,
ceva ce nu se spune în scripturi.
Nici Dumnezeu n-a auzit ce i-a şoptit anume
cu toate că asculta şi el.
Şi Eva n-a voit să-i spuna nici lui Adam.
De-atunci femeia ascunde sub pleoape o taină
şi-şi miscă geana parca-ar zice
că ea ştie ceva,
ce noi nu ştim,
ce nimenea nu ştie,
nici Dumnezeu chiar.
",Lucian Blaga
Izvorul nopţii,"Frumoaso,
ţi-s ochii-aşa de negri încât seara
când stau culcat cu capu-n poala ta
îmi pare
că ochii tăi, adânci, sunt izvorul
din care tainic curge noaptea peste văi
şi peste munţi şi peste seşuri
acoperind pământul
c-o mare de-ntuneric.
Aşa-s de negri ochii tăi,
lumina mea.
",Lucian Blaga
Ghimpii,"Eram copil. Mi-aduc aminte, culegeam
odată trandafiri sălbatici.
Aveau atâţia ghimpi,
dar n-am vrut să-i rup.
credeam că-s muguri-
şi-au să înflorească.
Te-am întâlnit apoi pe tine.
O, câţi ghimpi, câţi ghimpi aveai!
dar n-am voit să te despoi -
credeam c-o să-nflorească.
Azi toate astea-mi trec 
pe dinainte şi zâmbesc.
Zâmbesc şi hoinăresc prin văi
Zburdalnic în bătaia vântului.
Eram copil.
",Lucian Blaga
Stalactita,"Tăcerea mi-este duhul -
şi-ncremenit cum stau şi paşnic
ca un ascet de piatră,
îmi pare
că sunt o stalactită într-o grotă uriaşă,
în care cerul este bolta.
Lin,
lin,
lin - picuri de lumină
şi stropi de pace - cad necontenit
din cer
şi împietresc - în mine.
",Lucian Blaga
Dorul,"Seţos iţi beau mirasma şi-ţi cuprind obrajii
cu palmele-amândouă, cum cuprinzi
în suflet o minune.
Ne arde-apropierea, ochi în ochi cum stăm.
Şi totuşi tu-mi şopteşti: ""Mi-aşa de dor de tine!""
Aşa de tainic tu mi-o spui şi dornic, parc-aş fi
pribeag pe-un alt pământ.
Femeie,
ce mare porţi în inimă şi cine eşti?
Mai cântă-mi înc-o dată dorul tău,
să te ascult
şi clipele să-mi pară nişte muguri plini,
din care înfloresc aievea - veşnicii.
",Lucian Blaga
Melancolie,"Un vânt răzleţ îşi şterge lacrimile reci pe geamuri.
Plouă.
Tristeţi nedesluşite-mi vin, dar toată durerea,
ce-o simt n-o simt în mine,
în inimă,
în piept,
ci-n picurii de ploaie care curg.
Şi altoită pe fiinţa mea imensa lume
cu toamna şi cu seara ei
mă doare ca o rană.
Spre munţi trec nori cu ugerele pline.
Şi plouă.
",Lucian Blaga
Vei plânge mult ori vei zâmbi?,"Eu 
nu mă căiesc,
c-am adunat în suflet şi noroi-
dar mă gândesc la tine.
Cu gheare de lumină
o dimineaţă-ţi va ucide-odată visul,
că sufletul mi-aşa curat,
cum gândul tău il vrea,
cum inima iubirii tale-l crede.
Vei plânge mult atunci ori vei ierta?
Vei plânge mult ori vei zâmbi
de razele acelei dimineţi,
în care eu ţi-oi zice fără umbră de căinţă:
""Nu ştii, ca numa-n lacuri cu noroi în fund cresc nuferi?""
",Lucian Blaga
Amurg de toamnă,"Din vârf de munţi amurgul suflă
cu buze roşii
în spuza unor nori
şi-atâta
jăraticul ascuns
sub valul lor subţire de cenuşă.
O rază
ce vine goană din apus
şi-adună aripile şi se lasă tremurând
pe-o frunză:
dar prea e grea povara -
şi frunza cade.
O, sufletul!
Să mi-l ascund mai bine-n piept
şi mai adânc,
să nu-l ajungă nici o rază de lumină:
s-ar prăbuşi.
E toamnă.
",Lucian Blaga
Stelelor,"C-o mare de îndemnuri şi de oarbe năzuinţi
în mine
mă-nchin luminii voastre, stelelor
şi flăcări de-adorare
îmi ard în ochi, ca-n nişte candele de jertfă.
Fiori ce vin din ţara voastră îmi sărută
cu buze reci de gheaţă trupul.
şi-nmărmurit vă-ntreb:
spre care lumi vă duceţi şi spre ce abisuri?
Pribeag cum sunt,
mă simt azi cel mai singuratic suflet,
şi străbătut de-avânt alerg, dar nu ştiu - unde.
Un singur rând mi-e rază şi putere:
o, stelelor nici voi n-aveţi
în drumul vostru nici o ţintă,
dar poate tocmai de aceea cuceriţi nemărginirea.
 
",Lucian Blaga
